R:A::C:P,0 1,2 3 4 5,6
0 1,0.46794871794871795,0.4358974358974359,0.09615384615384616
2 3 4 5,0.2235294117647059,0.6235294117647059,0.15294117647058825
6,0.3333333333333333,0.6666666666666666,0.0
