R:A::C:P,0 3,1 2 4,5,6
0 3,0.1550925925925926,0.12331081081081081,0.12352941176470589,0.07575757575757576
1 2 4,0.5208333333333334,0.5945945945945946,0.4,0.42424242424242425
5,0.08333333333333333,0.060810810810810814,0.07647058823529412,0.05555555555555555
6,0.24074074074074073,0.22128378378378377,0.4,0.4444444444444444
