R:A::C:P,0 3,1 2 4,5,6
0 3,0.3806818181818182,0.4147727272727273,0.11931818181818182,0.08522727272727272
1 2 4,0.30864197530864196,0.4828532235939643,0.09327846364883402,0.11522633744855967
5,0.375,0.375,0.13541666666666666,0.11458333333333333
6,0.2659846547314578,0.3350383631713555,0.17391304347826086,0.22506393861892582
