R:A::C:P,0 2,1,3,4,5 6
0 2,0.4909090909090909,0.3333333333333333,0.3333333333333333,0.5,0.45454545454545453
1,0.41818181818181815,0.6666666666666666,0.4,0.3333333333333333,0.36363636363636365
3,0.01818181818181818,0.0,0.13333333333333333,0.08333333333333333,0.09090909090909091
4,0.03636363636363636,0.0,0.0,0.08333333333333333,0.09090909090909091
5 6,0.03636363636363636,0.0,0.13333333333333333,0.0,0.0
