R:A::C:P,0,1 2 3 4,5 6
0,0.1069182389937107,0.10062893081761007,0.012578616352201259
1 2 3 4,0.14465408805031446,0.5283018867924528,0.06918238993710692
5 6,0.012578616352201259,0.018867924528301886,0.006289308176100629
