R:A::C:P,0 5,1 2 4,3 6
0 5,0.3941176470588235,0.4,0.20588235294117646
1 2 4,0.2839506172839506,0.4828532235939643,0.23319615912208505
3 6,0.30425963488843816,0.3488843813387424,0.34685598377281945
