R:A::C:P,0 1,2 3 4,5,6
0 1,0.36477987421383645,0.25157232704402516,0.0440251572327044,0.0
2 3 4,0.06289308176100629,0.20125786163522014,0.025157232704402517,0.012578616352201259
5,0.006289308176100629,0.012578616352201259,0.0,0.006289308176100629
6,0.006289308176100629,0.006289308176100629,0.0,0.0
