R:A::C:P,0 5,1 3 4 6,2
0 5,0.0741444866920152,0.0817490494296578,0.022813688212927757
1 3 4 6,0.22053231939163498,0.279467680608365,0.11026615969581749
2,0.049429657794676805,0.11596958174904944,0.045627376425855515
