R:A::C:P,0 3,1 2 4 6,5
0 3,0.3806818181818182,0.5,0.11931818181818182
1 2 4 6,0.29375,0.5848214285714286,0.12142857142857143
5,0.375,0.4895833333333333,0.13541666666666666
