R:A::C:P,0 3,1 2 4 6,5
0 3,0.048132183908045974,0.06321839080459771,0.015086206896551725
1 2 4 6,0.23635057471264367,0.47054597701149425,0.09770114942528736
5,0.02586206896551724,0.033764367816091954,0.009339080459770116
