R:A::C:P,0 1,2 6,3,4,5
0 1,0.5865724381625441,0.4153846153846154,0.37894736842105264,0.330188679245283,0.3431372549019608
2 6,0.29328621908127206,0.36923076923076925,0.4105263157894737,0.46226415094339623,0.38235294117647056
3,0.04240282685512368,0.07692307692307693,0.09473684210526316,0.05660377358490566,0.0784313725490196
4,0.028268551236749116,0.06153846153846154,0.042105263157894736,0.0660377358490566,0.0784313725490196
5,0.04946996466431095,0.07692307692307693,0.07368421052631578,0.08490566037735849,0.11764705882352941
