R:A::C:P,0 3,1 5,2,4,6
0 3,0.09308510638297872,0.047872340425531915,0.026595744680851064,0.031914893617021274,0.018617021276595744
1 5,0.19148936170212766,0.10106382978723404,0.061170212765957445,0.05851063829787234,0.07446808510638298
2,0.047872340425531915,0.061170212765957445,0.034574468085106384,0.02925531914893617,0.0425531914893617
4,0.007978723404255319,0.0,0.005319148936170213,0.018617021276595744,0.005319148936170213
6,0.005319148936170213,0.013297872340425532,0.007978723404255319,0.013297872340425532,0.0026595744680851063
