R:A::C:P,0 1 2 5,3,4 6
0 1 2 5,0.6513761467889908,0.11926605504587157,0.22935779816513763
3,0.5,0.3333333333333333,0.16666666666666666
4 6,0.35294117647058826,0.29411764705882354,0.35294117647058826
