R:A::C:P,0 5,1 4,2 3 6
0 5,0.048132183908045974,0.036637931034482756,0.03735632183908046
1 4,0.09626436781609195,0.1235632183908046,0.10632183908045977
2 3 6,0.16020114942528735,0.14439655172413793,0.2471264367816092
