R:A::C:P,0 3,1 2 5 6,4
0 3,0.048132183908045974,0.06321839080459771,0.015086206896551725
1 2 5 6,0.2471264367816092,0.4640804597701149,0.10991379310344827
4,0.015086206896551725,0.02586206896551724,0.011494252873563218
