R:A::C:P,0 3,1 2 5 6,4
0 3,0.3806818181818182,0.5,0.11931818181818182
1 2 5 6,0.3009623797025372,0.5651793525809273,0.13385826771653545
4,0.2876712328767123,0.4931506849315068,0.2191780821917808
