R:A::C:P,0 1,2,3,4,5,6
0 1,166,41,36,35,35,40
2,54,30,24,25,26,13
3,12,9,9,6,8,6
4,8,9,4,7,8,3
5,14,5,7,9,12,10
6,29,12,15,24,13,17
