R:A::C:P,0,1 2,3 4,5,6
0,0.053231939163498096,0.04182509505703422,0.02091254752851711,0.009505703422053232,0.0038022813688212928
1 2,0.1596958174904943,0.2414448669201521,0.14638783269961977,0.053231939163498096,0.039923954372623575
3 4,0.011406844106463879,0.03612167300380228,0.015209125475285171,0.026615969581749048,0.02091254752851711
5,0.011406844106463879,0.0076045627376425855,0.024714828897338403,0.0,0.005703422053231939
6,0.011406844106463879,0.015209125475285171,0.02091254752851711,0.0076045627376425855,0.015209125475285171
