R:A::C:P,0 5,1,2,3 4 6
0 5,0.48,0.1,0.14,0.28
1,0.3508771929824561,0.12280701754385964,0.19298245614035087,0.3333333333333333
2,0.2222222222222222,0.14814814814814814,0.18518518518518517,0.4444444444444444
3 4 6,0.1724137931034483,0.06896551724137931,0.1724137931034483,0.5862068965517241
