R:A::C:P,0,1 3,2 4 5 6
0,0.16911764705882354,0.0743801652892562,0.0794044665012407
1 3,0.47058823529411764,0.48760330578512395,0.36724565756823824
2 4 5 6,0.3602941176470588,0.4380165289256198,0.5533498759305211
