R:A::C:P,0,1 2 6,3 4,5
0,0.022988505747126436,0.020114942528735632,0.00646551724137931,0.0035919540229885057
1 2 6,0.12931034482758622,0.33979885057471265,0.19181034482758622,0.09123563218390805
3 4,0.017959770114942528,0.04741379310344827,0.042385057471264365,0.017959770114942528
5,0.01221264367816092,0.023706896551724137,0.023706896551724137,0.009339080459770116
