R:A::C:P,0,1 4,2 6,3 5
0,0.3010752688172043,0.12931034482758622,0.08571428571428572,0.12903225806451613
1 4,0.5268817204301075,0.5086206896551724,0.47619047619047616,0.3548387096774194
2 6,0.11827956989247312,0.3017241379310345,0.3142857142857143,0.2903225806451613
3 5,0.053763440860215055,0.0603448275862069,0.12380952380952381,0.22580645161290322
