R:A::C:P,0 3 6,1 2 4,5
0 3 6,0.4748201438848921,0.41007194244604317,0.11510791366906475
1 2 4,0.4293628808864266,0.47368421052631576,0.09695290858725762
5,0.6153846153846154,0.38461538461538464,0.0
