R:A::C:P,0 6,1,2 5,3 4
0 6,0.3114754098360656,0.16393442622950818,0.2185792349726776,0.30601092896174864
1,0.3392857142857143,0.25,0.21785714285714286,0.19285714285714287
2 5,0.2314410480349345,0.16593886462882096,0.31877729257641924,0.2838427947598253
3 4,0.2247191011235955,0.10112359550561797,0.38202247191011235,0.29213483146067415
