R:C::C:G,0,1,2,3,4,5,6,p
0,14,44,5,1,9
1,55,131,36,12,46
2,38,62,17,23,32
3,10,22,10,2,6
4,7,13,6,8,5
5,7,20,9,10,11
6,22,37,22,9,20
p,10,11,2,2,8
