R:A::C:P,0 2,1 3 4 6,5
0 2,0.28199052132701424,0.23875,0.22941176470588234
1 3 4 6,0.6540284360189573,0.69125,0.6941176470588235
5,0.06398104265402843,0.07,0.07647058823529412
