                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                  01-2-3-4-5-6   35.55%     18.16%     18.69%     4.65%   
                  0-12-3-4-5-6   31.94%     19.20%     17.89%     4.09%   
                  0-1-23-4-5-6   26.24%     20.42%     19.09%     5.59%   
                  0-14-2-3-5-6   26.05%     21.32%     19.70%     5.09%   
                  02-1-3-4-5-6   25.67%     16.58%     16.12%     1.43%   
                  0-13-2-4-5-6   24.71%     18.56%     17.59%     2.46%   
                  0-15-2-3-4-6   24.52%     20.75%     19.09%     4.31%   
                  0-1-24-3-5-6   23.38%     20.90%     18.83%     4.79%   
                  0-16-2-3-4-5   23.38%     17.10%     15.94%     1.24%   
                  0-1-2-3-46-5   23.19%     22.10%     19.42%     6.00%   
                  0-1-2-35-4-6   23.19%     22.52%     20.12%     6.68%   
                  0-1-26-3-4-5   23.19%     17.66%     16.39%     2.47%   
                  0-1-2-3-45-6   23.00%     24.03%     20.92%     7.58%   
                  0-1-25-3-4-6   22.62%     20.35%     18.43%     4.31%   
                  05-1-2-3-4-6   22.62%     19.74%     18.21%     4.30%   
                  03-1-2-4-5-6   22.24%     17.24%     16.51%     2.30%   
                  0-1-2-36-4-5   22.05%     18.57%     17.14%     3.32%   
                  04-1-2-3-5-6   22.05%     19.35%     17.77%     3.73%   
                  06-1-2-3-4-5   22.05%     16.21%     15.47%     1.28%   
                  0-1-2-3-4-56   21.86%     20.06%     18.09%     4.34%   
                  0-1-2-34-5-6   21.10%     19.54%     17.96%     3.98%   


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                  0-1-2-3-45-6   23.00%     24.03%     20.92%     7.58%   
                  0-1-2-35-4-6   23.19%     22.52%     20.12%     6.68%   
                  0-1-2-3-46-5   23.19%     22.10%     19.42%     6.00%   
                  0-14-2-3-5-6   26.05%     21.32%     19.70%     5.09%   
                  0-1-24-3-5-6   23.38%     20.90%     18.83%     4.79%   
                  0-15-2-3-4-6   24.52%     20.75%     19.09%     4.31%   
                  0-1-23-4-5-6   26.24%     20.42%     19.09%     5.59%   
                  0-1-25-3-4-6   22.62%     20.35%     18.43%     4.31%   
                  0-1-2-3-4-56   21.86%     20.06%     18.09%     4.34%   
                  05-1-2-3-4-6   22.62%     19.74%     18.21%     4.30%   
                  0-1-2-34-5-6   21.10%     19.54%     17.96%     3.98%   
                  04-1-2-3-5-6   22.05%     19.35%     17.77%     3.73%   
