name,overall,average,f1,mcc
0-1-2-3-45-6,0.2300380228136882,0.24025357476164347,0.20923771339958638,0.07583408957001127
0-1-2-35-4-6,0.23193916349809887,0.22518821528451927,0.2012317967238311,0.06683470724945785
0-14-2-3-5-6,0.26045627376425856,0.21320932697403283,0.19695757928006907,0.050941204545075
0-1-2-3-46-5,0.23193916349809887,0.22099349500976043,0.19417916658770315,0.06000516739636308
0-1-23-4-5-6,0.2623574144486692,0.20419049342472848,0.19093630629365174,0.0559467930966023
0-15-2-3-4-6,0.24524714828897337,0.2075373693020752,0.19088534756092282,0.04313847820003103
0-1-24-3-5-6,0.2338403041825095,0.20903235354042224,0.18825582163996799,0.04788975664066506
01-2-3-4-5-6,0.35551330798479086,0.1816158895990829,0.1869450422445401,0.046508968176949696
0-1-25-3-4-6,0.2262357414448669,0.20346328081806486,0.1843308127850162,0.043063206995525995
05-1-2-3-4-6,0.2262357414448669,0.19744172661813075,0.18211872477116378,0.0430475870080784
0-1-2-3-4-56,0.21863117870722434,0.20056674507481378,0.18091026031373478,0.043401737048301275
0-1-2-34-5-6,0.21102661596958175,0.19539894325386795,0.17960420693361223,0.03976865285263232
0-12-3-4-5-6,0.3193916349809886,0.19198239083908486,0.17890213980315173,0.040861885975944964
04-1-2-3-5-6,0.22053231939163498,0.19351018175226584,0.17770314035557935,0.037265550911139526
0-13-2-4-5-6,0.24714828897338403,0.1855713179242591,0.17587230506886173,0.024634127387185133
0-1-2-36-4-5,0.22053231939163498,0.1856701761185928,0.1714284510187497,0.033239733316438494
03-1-2-4-5-6,0.2224334600760456,0.17241043750674154,0.16510393400637302,0.02298140111593942
0-1-26-3-4-5,0.23193916349809887,0.17664997115803985,0.16386557773752894,0.024672124219556932
02-1-3-4-5-6,0.25665399239543724,0.16581355143236612,0.16116486614618009,0.014319623085638097
0-16-2-3-4-5,0.2338403041825095,0.17099838599503103,0.15936111194483732,0.012363471132649096
06-1-2-3-4-5,0.22053231939163498,0.1620980242531518,0.15470662467613686,0.012846390828572729
