R:A::C:P,0 2 3,1,4,5 6
0 2 3,0.4897959183673469,0.35714285714285715,0.5263157894736842,0.5714285714285714
1,0.41836734693877553,0.6428571428571429,0.3157894736842105,0.35714285714285715
4,0.04081632653061224,0.0,0.15789473684210525,0.0
5 6,0.05102040816326531,0.0,0.0,0.07142857142857142
