R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.9017341040462428,0.8695652173913043,0.9285714285714286
4 5,0.06936416184971098,0.10869565217391304,0.07142857142857142
6,0.028901734104046242,0.021739130434782608,0.0
