R:A::C:P,0 3 4,1,2 5 6
0 3 4,0.3230769230769231,0.20689655172413793,0.19318181818181818
1,0.45384615384615384,0.4827586206896552,0.4659090909090909
2 5 6,0.2230769230769231,0.3103448275862069,0.3409090909090909
