R:A::C:P,0,1 5,2 3,4,6
0,0.40476190476190477,0.1794871794871795,0.07142857142857142,0.3684210526315789,0.0
1 5,0.4523809523809524,0.5897435897435898,0.44642857142857145,0.3157894736842105,0.3333333333333333
2 3,0.09523809523809523,0.23076923076923078,0.4107142857142857,0.15789473684210525,0.6666666666666666
4,0.023809523809523808,0.0,0.05357142857142857,0.15789473684210525,0.0
6,0.023809523809523808,0.0,0.017857142857142856,0.0,0.0
