R:A::C:P,0,1,2 6,3 4,5
0,0.022988505747126436,0.013649425287356323,0.00646551724137931,0.00646551724137931,0.0035919540229885057
1,0.06609195402298851,0.07255747126436782,0.05675287356321839,0.0603448275862069,0.017959770114942528
2 6,0.06321839080459771,0.0617816091954023,0.14870689655172414,0.1314655172413793,0.07327586206896551
3 4,0.017959770114942528,0.011494252873563218,0.035919540229885055,0.042385057471264365,0.017959770114942528
5,0.01221264367816092,0.008620689655172414,0.015086206896551725,0.023706896551724137,0.009339080459770116
