R:A::C:P,0 3,1,2 6,4,5
0 3,0.4268292682926829,0.10975609756097561,0.2073170731707317,0.14634146341463414,0.10975609756097561
1,0.3855421686746988,0.18674698795180722,0.27710843373493976,0.12650602409638553,0.024096385542168676
2 6,0.20618556701030927,0.1958762886597938,0.3402061855670103,0.16494845360824742,0.09278350515463918
4,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0
5,0.47058823529411764,0.0,0.29411764705882354,0.058823529411764705,0.17647058823529413
