R:A::C:P,0 6,1 3,2 4 5
0 6,0.25333333333333335,0.2066115702479339,0.24203821656050956
1 3,0.4666666666666667,0.48760330578512395,0.34076433121019106
2 4 5,0.28,0.30578512396694213,0.4171974522292994
