R:A::C:P,0,1 5 6,2 3,4
0,0.08502024291497975,0.03643724696356275,0.02834008097165992,0.020242914979757085
1 5 6,0.145748987854251,0.145748987854251,0.17408906882591094,0.05263157894736842
2 3,0.02834008097165992,0.10931174089068826,0.10121457489878542,0.02834008097165992
4,0.004048582995951417,0.004048582995951417,0.016194331983805668,0.020242914979757085
