R:A::C:P,0 4,1 3 5,2 6
0 4,0.5945945945945946,0.22972972972972974,0.17567567567567569
1 3 5,0.3853658536585366,0.32682926829268294,0.28780487804878047
2 6,0.27835051546391754,0.38144329896907214,0.3402061855670103
