R:A::C:P,0,1,2 3,4 5 6
0,0.40476190476190477,0.17857142857142858,0.07142857142857142,0.2727272727272727
1,0.42857142857142855,0.6428571428571429,0.4107142857142857,0.3333333333333333
2 3,0.09523809523809523,0.17857142857142858,0.4107142857142857,0.2727272727272727
4 5 6,0.07142857142857142,0.0,0.10714285714285714,0.12121212121212122
