R:A::C:P,0 5 6,1,2 3,4
0 5 6,0.39285714285714285,0.17857142857142858,0.125,0.3684210526315789
1,0.4107142857142857,0.6428571428571429,0.4107142857142857,0.3157894736842105
2 3,0.17857142857142858,0.17857142857142858,0.4107142857142857,0.15789473684210525
4,0.017857142857142856,0.0,0.05357142857142857,0.15789473684210525
