R:A::C:P,0,1,2,3 4,5 6
0,0.43243243243243246,0.25675675675675674,0.0945945945945946,0.12162162162162163,0.0945945945945946
1,0.24146981627296588,0.2650918635170604,0.10236220472440945,0.2204724409448819,0.17060367454068243
2,0.14181818181818182,0.18181818181818182,0.14909090909090908,0.26545454545454544,0.26181818181818184
3 4,0.14285714285714285,0.09142857142857143,0.17714285714285713,0.33714285714285713,0.25142857142857145
5 6,0.13552361396303902,0.09856262833675565,0.1026694045174538,0.2936344969199179,0.36960985626283366
