R:A::C:P,0,1,2,3 4,5 6
0,0.12598425196850394,0.0811965811965812,0.041666666666666664,0.024456521739130436,0.019021739130434784
1,0.36220472440944884,0.43162393162393164,0.23214285714285715,0.22826086956521738,0.1766304347826087
2,0.15354330708661418,0.21367521367521367,0.24404761904761904,0.1983695652173913,0.1956521739130435
3 4,0.0984251968503937,0.06837606837606838,0.18452380952380953,0.16032608695652173,0.11956521739130435
5 6,0.25984251968503935,0.20512820512820512,0.2976190476190476,0.38858695652173914,0.4891304347826087
