R:A::C:P,0,1,2 3,4,5 6
0,0.3010752688172043,0.13559322033898305,0.07954545454545454,0.12280701754385964,0.12658227848101267
1,0.5053763440860215,0.5254237288135594,0.4318181818181818,0.3684210526315789,0.3670886075949367
2 3,0.11827956989247312,0.3050847457627119,0.3409090909090909,0.2807017543859649,0.35443037974683544
4,0.021505376344086023,0.0,0.03409090909090909,0.12280701754385964,0.02531645569620253
5 6,0.053763440860215055,0.03389830508474576,0.11363636363636363,0.10526315789473684,0.12658227848101267
