R:A::C:P,0 1 2 3,4 5,6
0 1 2 3,0.7698412698412699,0.15873015873015872,0.007936507936507936
4 5,0.03968253968253968,0.007936507936507936,0.007936507936507936
6,0.007936507936507936,0.0,0.0
