R:A::C:P,0 1 2,3 4,5,6
0 1 2,0.8985507246376812,0.7384615384615385,0.8125,0.8928571428571429
3 4,0.050724637681159424,0.18461538461538463,0.125,0.07142857142857142
5,0.036231884057971016,0.03076923076923077,0.0,0.03571428571428571
6,0.014492753623188406,0.046153846153846156,0.0625,0.0
