R:A::C:P,0,1,2 3,4 5 6
0,0.4666666666666667,0.13333333333333333,0.11666666666666667,0.2833333333333333
1,0.28313253012048195,0.18674698795180722,0.2289156626506024,0.30120481927710846
2 3,0.10679611650485436,0.17475728155339806,0.2912621359223301,0.42718446601941745
4 5 6,0.14893617021276595,0.0425531914893617,0.2765957446808511,0.5319148936170213
