                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     01234-5-6   77.33%     27.32%     29.20%     -4.24%  
                     0123-4-56   65.99%     43.34%     36.76%     7.08%   
                     0123-45-6   65.18%     32.20%     31.46%     0.52%   
                     0-12345-6   61.54%     38.61%     37.82%     11.11%  
                     012-345-6   56.68%     36.89%     33.28%     8.26%   
                     012-34-56   55.87%     41.84%     35.14%     10.60%  
                     012-3-456   55.06%     41.46%     34.82%     9.72%   
                     0-1234-56   54.66%     40.97%     38.08%     10.79%  
                     01-2345-6   51.01%     36.38%     36.29%     11.65%  
                     01-234-56   46.96%     38.11%     36.46%     11.22%  
                     0-123-456   45.34%     42.70%     37.68%     11.24%  
                     01-2-3456   42.91%     42.49%     36.77%     13.26%  
                     01-23-456   42.91%     38.89%     36.35%     10.90%  
                     0-1-23456   42.51%     46.40%     38.74%     16.49%  
                     0-12-3456   39.68%     48.10%     38.52%     15.95%  


                               Average Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     0-12-3456   39.68%     48.10%     38.52%     15.95%  
                     0-1-23456   42.51%     46.40%     38.74%     16.49%  
                     0123-4-56   65.99%     43.34%     36.76%     7.08%   
                     0-123-456   45.34%     42.70%     37.68%     11.24%  
                     01-2-3456   42.91%     42.49%     36.77%     13.26%  
                     012-34-56   55.87%     41.84%     35.14%     10.60%  
                     012-3-456   55.06%     41.46%     34.82%     9.72%   
                     0-1234-56   54.66%     40.97%     38.08%     10.79%  
                     01-23-456   42.91%     38.89%     36.35%     10.90%  
                     0-12345-6   61.54%     38.61%     37.82%     11.11%  
                     01-234-56   46.96%     38.11%     36.46%     11.22%  
                     012-345-6   56.68%     36.89%     33.28%     8.26%   
                     01-2345-6   51.01%     36.38%     36.29%     11.65%  
                     0123-45-6   65.18%     32.20%     31.46%     0.52%   
                     01234-5-6   77.33%     27.32%     29.20%     -4.24%  


                               Average F1 Score:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                     0-1-23456   42.51%     46.40%     38.74%     16.49%  
                     0-12-3456   39.68%     48.10%     38.52%     15.95%  
                     0-1234-56   54.66%     40.97%     38.08%     10.79%  
                     0-12345-6   61.54%     38.61%     37.82%     11.11%  
                     0-123-456   45.34%     42.70%     37.68%     11.24%  
                     01-2-3456   42.91%     42.49%     36.77%     13.26%  
                     0123-4-56   65.99%     43.34%     36.76%     7.08%   
                     01-234-56   46.96%     38.11%     36.46%     11.22%  
                     01-23-456   42.91%     38.89%     36.35%     10.90%  
                     01-2345-6   51.01%     36.38%     36.29%     11.65%  
                     012-34-56   55.87%     41.84%     35.14%     10.60%  
                     012-3-456   55.06%     41.46%     34.82%     9.72%   
                     012-345-6   56.68%     36.89%     33.28%     8.26%   
                     0123-45-6   65.18%     32.20%     31.46%     0.52%   
                     01234-5-6   77.33%     27.32%     29.20%     -4.24%  


                   Average Matthews Correlation Coefficient:                    

                      Grouping  Overall    Average    F1 Score     MCC    
                     0-1-23456   42.51%     46.40%     38.74%     16.49%  
                     0-12-3456   39.68%     48.10%     38.52%     15.95%  
                     01-2-3456   42.91%     42.49%     36.77%     13.26%  
                     01-2345-6   51.01%     36.38%     36.29%     11.65%  
                     0-123-456   45.34%     42.70%     37.68%     11.24%  
                     01-234-56   46.96%     38.11%     36.46%     11.22%  
                     0-12345-6   61.54%     38.61%     37.82%     11.11%  
                     01-23-456   42.91%     38.89%     36.35%     10.90%  
                     0-1234-56   54.66%     40.97%     38.08%     10.79%  
                     012-34-56   55.87%     41.84%     35.14%     10.60%  
                     012-3-456   55.06%     41.46%     34.82%     9.72%   
                     012-345-6   56.68%     36.89%     33.28%     8.26%   
                     0123-4-56   65.99%     43.34%     36.76%     7.08%   
                     0123-45-6   65.18%     32.20%     31.46%     0.52%   
                     01234-5-6   77.33%     27.32%     29.20%     -4.24%  
