R:A::C:P,0 1 2,3,4 5 6
0 1 2,0.8419354838709677,0.7419354838709677,0.6363636363636364
3,0.04838709677419355,0.08064516129032258,0.09090909090909091
4 5 6,0.10967741935483871,0.1774193548387097,0.2727272727272727
