R:A::C:P,0 1 2,3 5,4 6
0 1 2,0.9431818181818182,0.8333333333333334,0.7142857142857143
3 5,0.03409090909090909,0.125,0.14285714285714285
4 6,0.022727272727272728,0.041666666666666664,0.14285714285714285
