R:A::C:P,0,1 2,3,4,5 6
0,0.4857142857142857,0.2,0.05714285714285714,0.2,0.05714285714285714
1 2,0.21153846153846154,0.3942307692307692,0.22115384615384615,0.0673076923076923,0.10576923076923077
3,0.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0
4,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.0
5 6,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666
