R:A::C:P,0 2,1,3,4 5,6
0 2,0.35267857142857145,0.37209302325581395,0.43548387096774194,0.26605504587155965,0.26666666666666666
1,0.47767857142857145,0.5,0.3064516129032258,0.42201834862385323,0.24444444444444444
3,0.05357142857142857,0.03488372093023256,0.08064516129032258,0.08256880733944955,0.1111111111111111
4 5,0.07142857142857142,0.046511627906976744,0.12903225806451613,0.11926605504587157,0.2
6,0.044642857142857144,0.046511627906976744,0.04838709677419355,0.11009174311926606,0.17777777777777778
