R:A::C:P,0 2,1,3 4 5 6
0 2,0.14627659574468085,0.06648936170212766,0.1622340425531915
1,0.18085106382978725,0.08244680851063829,0.17819148936170212
3 4 5 6,0.05585106382978723,0.007978723404255319,0.1196808510638298
