R:A::C:P,0,1 3,2 4 6,5
0,0.022988505747126436,0.015804597701149427,0.010775862068965518,0.0035919540229885057
1 3,0.07830459770114942,0.11566091954022989,0.1235632183908046,0.029454022988505746
2 4 6,0.06896551724137931,0.14224137931034483,0.23994252873563218,0.07974137931034483
5,0.01221264367816092,0.022270114942528736,0.02514367816091954,0.009339080459770116
