R:A::C:P,0,1 3,2 4 6,5
0,0.12598425196850394,0.05339805825242718,0.02697841726618705,0.029411764705882353
1 3,0.42913385826771655,0.3907766990291262,0.30935251798561153,0.2411764705882353
2 4 6,0.3779527559055118,0.48058252427184467,0.6007194244604317,0.6529411764705882
5,0.06692913385826772,0.07524271844660194,0.06294964028776978,0.07647058823529412
