R:A::C:P,0,1 3,2 4 6,5
0,0.43243243243243246,0.2972972972972973,0.20270270270270271,0.06756756756756757
1 3,0.22567287784679088,0.3333333333333333,0.35610766045548653,0.08488612836438923
2 4 6,0.12990527740189445,0.2679296346414073,0.4519621109607578,0.15020297699594046
5,0.17708333333333334,0.3229166666666667,0.3645833333333333,0.13541666666666666
