R:A::C:P,0 2,1,3 4 5,6
0 2,0.34097421203438394,0.1977077363896848,0.3467048710601719,0.11461318051575932
1,0.3438320209973753,0.2650918635170604,0.28608923884514437,0.10498687664041995
3 4 5,0.3062730627306273,0.1033210332103321,0.4797047970479705,0.11070110701107011
6,0.22762148337595908,0.09207161125319693,0.45524296675191817,0.22506393861892582
