name,overall,average,f1,mcc
0-1-2-35-4-6,0.2449712643678161,0.2681731740054878,0.22665543257847018,0.10413241529474647
0-1-2-3-4-56,0.2765804597701149,0.263743661170738,0.22642455140531395,0.10061658710410722
0-1-23-4-5-6,0.25862068965517243,0.26149336195929646,0.22434897260803532,0.09823359544028287
0-1-24-3-5-6,0.2557471264367816,0.2520891648553855,0.22173202435296055,0.09239721527619471
01-2-3-4-5-6,0.2995689655172414,0.2353453593935718,0.22132844931014628,0.0910828266667786
0-1-25-3-4-6,0.2514367816091954,0.2588293472809729,0.22127505664590644,0.09392717998526136
0-1-2-34-5-6,0.23994252873563218,0.2573731112448086,0.22042432594789732,0.09627327443231155
0-1-2-36-4-5,0.2686781609195402,0.2580109896119448,0.22027533198161087,0.0919195059371858
0-1-2-3-45-6,0.23635057471264367,0.25440504581350787,0.2185384285898884,0.09363801831837604
0-1-2-3-46-5,0.2636494252873563,0.24744902391872373,0.2168149962691471,0.08404125492508065
0-14-2-3-5-6,0.2593390804597701,0.24465289931483447,0.21262030646845176,0.08070835106664491
05-1-2-3-4-6,0.23563218390804597,0.23326687733448526,0.21112891603569348,0.082671200868139
02-1-3-4-5-6,0.25287356321839083,0.22213059775970492,0.21041951072698653,0.07314284191588986
0-13-2-4-5-6,0.2521551724137931,0.24908589372234138,0.2097048295606416,0.07869316552909883
0-12-3-4-5-6,0.28376436781609193,0.2518806816301135,0.2095277809870519,0.08622517943997758
03-1-2-4-5-6,0.23419540229885058,0.22908721304452687,0.20869675187107317,0.07936872284180349
0-1-26-3-4-5,0.27586206896551724,0.25166477985802715,0.2085500413862377,0.08343261209068344
0-15-2-3-4-6,0.2464080459770115,0.24823100512119858,0.2084405364649832,0.07658374983558745
04-1-2-3-5-6,0.22988505747126436,0.22391515148432783,0.2045115837522339,0.07560982118267584
06-1-2-3-4-5,0.25646551724137934,0.2139297134132833,0.20217872925358385,0.05856923489596503
0-16-2-3-4-5,0.2744252873563218,0.23774019376931066,0.19116384812508655,0.059978261128179146
