R:A::C:P,0 1,2,3 4,5,6
0 1,0.1752873563218391,0.033045977011494254,0.0668103448275862,0.021551724137931036,0.03017241379310345
2,0.0639367816091954,0.029454022988505746,0.05244252873563218,0.02442528735632184,0.027298850574712645
3 4,0.029454022988505746,0.022270114942528736,0.042385057471264365,0.017959770114942528,0.013649425287356323
5,0.020833333333333332,0.007183908045977011,0.023706896551724137,0.009339080459770116,0.007902298850574713
6,0.0610632183908046,0.028735632183908046,0.07902298850574713,0.04885057471264368,0.06321839080459771
