R:A::C:P,0 4,1 3,2 5,6
0 4,0.04454022988505747,0.028735632183908046,0.02658045977011494,0.005747126436781609
1 3,0.125,0.11566091954022989,0.06824712643678162,0.03807471264367816
2 5,0.07471264367816093,0.08620689655172414,0.07040229885057471,0.035201149425287355
6,0.07471264367816093,0.0653735632183908,0.07758620689655173,0.06321839080459771
