R:A::C:P,0,1 2,3 4 5 6
0,0.3939393939393939,0.14545454545454545,0.15789473684210525
1 2,0.5454545454545454,0.8,0.631578947368421
3 4 5 6,0.06060606060606061,0.05454545454545454,0.21052631578947367
