R:A::C:P,0,1 3 4,2 6,5
0,0.2153846153846154,0.11165048543689321,0.08633093525179857,0.09803921568627451
1 3 4,0.5615384615384615,0.49514563106796117,0.5467625899280576,0.6470588235294118
2 6,0.17692307692307693,0.32038834951456313,0.33093525179856115,0.2549019607843137
5,0.046153846153846156,0.07281553398058252,0.03597122302158273,0.0
