R:A::C:P,0,1,2 6,3 4,5
0,0.3010752688172043,0.13559322033898305,0.08571428571428572,0.10638297872340426,0.2
1,0.5053763440860215,0.5254237288135594,0.4380952380952381,0.40425531914893614,0.16
2 6,0.11827956989247312,0.3220338983050847,0.3142857142857143,0.26595744680851063,0.36
3 4,0.03225806451612903,0.01694915254237288,0.11428571428571428,0.1702127659574468,0.16
5,0.043010752688172046,0.0,0.047619047619047616,0.05319148936170213,0.12
