R:A::C:P,0 3,1,2,4 5 6
0 3,0.3806818181818182,0.17045454545454544,0.125,0.32386363636363635
1,0.33070866141732286,0.2650918635170604,0.10236220472440945,0.30183727034120733
2,0.28363636363636363,0.18181818181818182,0.14909090909090908,0.38545454545454544
4 5 6,0.2875,0.09464285714285714,0.11785714285714285,0.5
