R:A::C:P,0,1,2 3,4,5 6
0,0.022988505747126436,0.013649425287356323,0.007183908045977011,0.004310344827586207,0.005028735632183908
1,0.06609195402298851,0.07255747126436782,0.05244252873563218,0.035919540229885055,0.04669540229885057
2 3,0.040229885057471264,0.04382183908045977,0.07902298850574713,0.035201149425287355,0.07255747126436782
4,0.005747126436781609,0.0035919540229885057,0.020833333333333332,0.011494252873563218,0.010775862068965518
5 6,0.04741379310344827,0.034482758620689655,0.08908045977011494,0.04956896551724138,0.12931034482758622
