R:A::C:P,0,1,2,3,4,5,6,7,p
0,36,14,6,2,5,0,2,0,3
1,54,62,35,14,21,10,4,7,19
2,14,19,22,20,7,6,6,5,12
3,2,5,6,10,5,2,2,0,2
4,0,2,2,7,2,6,3,1,1
5,1,3,2,1,3,11,4,1,0
6,2,6,3,2,9,4,9,2,0
7,2,4,0,0,0,0,0,0,1
p,5,2,4,0,0,2,1,3,5
